SYMBOL,FS1.A.A431,FS1.B.A431,FS2.A.A431,FS2.B.A431,FP1.A.A431,FP1.B.A431,FP2.A.A431,FP2.B.A431,FP3.A.A431,FP3.B.A431,markers
RWDD3,0.273394354,0.227018885,0.04136253,0.039678678,0.057274167,0.054547561,0.11735218,0.103873634,0.04038157,0.045116441,unknown
RWDD4,0.232705802,0.227357613,0.109610051,0.095512449,0.070527746,0.06774637,0.060904186,0.056549346,0.041808053,0.037278384,Cytosol_5
RXRA,0.070559539,0.072603741,0.165886512,0.160613063,0.120282041,0.117497186,0.075072584,0.080760799,0.063636902,0.073087634,unknown
RXRB,0.063132806,0.07322132,0.165255124,0.170149281,0.099629754,0.107125638,0.08582059,0.09416249,0.073930881,0.067572116,unknown
RYBP,0.07698459,0.066240804,0.216992493,0.25117128,0.080239712,0.091585602,0.063333772,0.063089168,0.047613224,0.042749356,Nucleosol
RYK,0.097027365,0.087729198,0.050067718,0.051109529,0.110822684,0.110848729,0.158259828,0.147346854,0.095464648,0.091323448,unknown
RYR2,0.085664563,0.079725015,0.066235487,0.064910777,0.122687169,0.103266752,0.131492593,0.136964596,0.108851312,0.100201737,unknown
S100A1,0.148865286,0.164129503,0.090554493,0.07848166,0.104004486,0.121965299,0.0891361,0.064215266,0.088797994,0.049849914,unknown
S100A10,0.06029008,0.058635385,0.153609362,0.10091794,0.125433318,0.119461623,0.097127855,0.10942252,0.085877774,0.089224142,unknown
S100A11,0.201963209,0.205286752,0.1345992,0.134178389,0.063585304,0.064049054,0.051184281,0.052558355,0.044331083,0.048264372,unknown
S100A13,0.199341749,0.190884473,0.151839353,0.133808274,0.064416948,0.060259134,0.054434862,0.052901721,0.046060909,0.046052577,unknown
S100A14,0.045520388,0.042949229,0.049540088,0.048200188,0.177708771,0.1834124,0.107626566,0.119830521,0.103787934,0.121423915,unknown
S100A16,0.089033721,0.085264948,0.068451875,0.070029281,0.129932937,0.131510343,0.111202418,0.110824596,0.098054217,0.105695664,unknown
S100A2,0.280326313,0.294233561,0.120032112,0.117899397,0.03876189,0.039978267,0.032388073,0.031974505,0.022673273,0.021732608,unknown
S100A3,0.140596624,0.157161355,0.056811981,0.046591363,0.110651432,0.086048652,0.089517961,0.079362494,0.118070543,0.115187595,unknown
S100A5,0.206864497,0.200648296,0.081748296,0.090066204,0.063220946,0.067521361,0.081513875,0.09019554,0.065047814,0.053173173,unknown
S100A6,0.222460765,0.249787808,0.12913775,0.136626891,0.047314727,0.049095478,0.047805682,0.04766422,0.037537238,0.032569441,Cytosol_5
S100A9,0.126393988,0.100315814,0.101805017,0.094461704,0.120086271,0.073595741,0.105160004,0.099725268,0.088162546,0.090293647,unknown
S100P,0.26379286,0.214894874,0.171479919,0.143698675,0.048831424,0.046676485,0.031392224,0.033505562,0.022863989,0.022863989,unknown
S100PBP,0.097233194,0.083677463,0.142011994,0.153440103,0.104720267,0.102493895,0.09984559,0.098687518,0.060112037,0.057777937,unknown
S1PR2,0.030984039,0.040327458,0.05052984,0.045262115,0.137574392,0.119027794,0.159486726,0.145252474,0.135497103,0.136058059,"ER, peroxisome"
SAAL1,0.070409772,0.075809207,0.240737419,0.206821035,0.093130823,0.084068833,0.059148362,0.061036276,0.051776056,0.057062216,unknown
SAC3D1,0.208798584,0.205333848,0.082759373,0.074235954,0.072591673,0.074261122,0.065167239,0.063623627,0.072868516,0.080360064,unknown
SACM1L,0.055027588,0.048827296,0.045533391,0.041233784,0.090983743,0.089655109,0.18014984,0.17009282,0.140032478,0.138463952,"ER, peroxisome"
SACS,0.161395621,0.185531226,0.111047165,0.103376647,0.075356324,0.07043748,0.068692954,0.068791871,0.076759139,0.078611573,unknown
SAE1,0.088733857,0.087802369,0.229718322,0.220723649,0.071996196,0.073665111,0.066514006,0.063758357,0.049951,0.047137132,unknown
SAFB,0.038970101,0.036938568,0.034509561,0.038528464,0.180285298,0.181442388,0.114737446,0.126520337,0.123729188,0.124338648,Nucleus (Nucleolus)
SAFB2,0.046069936,0.037835936,0.038442929,0.04161865,0.167767759,0.173573785,0.107754563,0.115715857,0.133221905,0.13799868,Nucleus (Nucleolus)
SALL2,0.053661504,0.060727154,0.215263675,0.236264096,0.060315381,0.077160638,0.094586121,0.072893173,0.075476112,0.053652145,unknown
SAMD1,0.074357596,0.066941465,0.085042286,0.090947882,0.177176408,0.167942514,0.096409705,0.110030125,0.065934441,0.065217577,unknown
SAMD12,0.313706454,0.280682327,0.081217812,0.084009011,0.036133887,0.038439659,0.05743953,0.05883513,0.025985452,0.023550738,unknown
SAMD15,0.123594114,0.143137214,0.097684545,0.110324618,0.086468415,0.087201024,0.084415048,0.087985224,0.092700745,0.086489052,unknown
SAMD4A,0.08420892,0.085998253,0.059548342,0.052865902,0.079086846,0.071776868,0.066129019,0.077110947,0.197394866,0.225880038,unknown
SAMD4B,0.093684922,0.087517576,0.070857733,0.070065678,0.079383443,0.083263621,0.083931082,0.083379314,0.168413933,0.179502697,unknown
SAMD8,0.012909982,0.014111709,0.016094559,0.019399308,0.227375342,0.208594065,0.056549842,0.066189409,0.124438836,0.254336947,unknown
SAMD9,0.152219233,0.166144005,0.136191936,0.122525524,0.069508045,0.070969121,0.057774887,0.055485273,0.086185699,0.082996276,unknown
SAMD9L,0.132566311,0.133255875,0.165051387,0.150277715,0.062107988,0.063175395,0.072885967,0.069428701,0.076371571,0.07487909,unknown
SAMHD1,0.055893655,0.058556186,0.243275401,0.239871652,0.076101586,0.076677005,0.06371545,0.060555523,0.061150448,0.064203094,unknown
SAMM50,0.044253472,0.042871463,0.030871347,0.032924895,0.139115709,0.139709389,0.195525017,0.216440063,0.078034823,0.080253822,Mitochondria membrane
SAP130,0.047998502,0.050030432,0.093318976,0.094255349,0.09872185,0.100716326,0.076707711,0.078468093,0.172985627,0.186797135,unknown
SAP18,0.033862767,0.033250844,0.045345332,0.051824522,0.181858268,0.183649044,0.099635546,0.105421822,0.133408324,0.131743532,Nucleus (Nucleolus)
SAP30,0.066000473,0.086590589,0.095085872,0.093491912,0.114589993,0.105043746,0.087238682,0.081379564,0.138753383,0.131825785,unknown
SAP30BP,0.066178567,0.065396749,0.106685921,0.110640999,0.108884208,0.114954793,0.122524627,0.119093827,0.095390955,0.090249354,unknown
SAPCD2,0.159928576,0.174491274,0.08922074,0.101003975,0.071187925,0.069124385,0.094181659,0.091663298,0.074607506,0.074590661,unknown
SAR1A,0.147471222,0.163762347,0.063023874,0.062293137,0.096895659,0.09054255,0.113951909,0.11264518,0.07678751,0.072626611,Cytosol_3
SAR1B,0.198333215,0.200898107,0.066387291,0.062299248,0.099857155,0.091318039,0.07673367,0.069465161,0.065361334,0.069346781,Cytosol_3
SARS,0.303426507,0.31987798,0.092273435,0.092722038,0.038000701,0.037804948,0.032764288,0.029305971,0.027014021,0.026810111,unknown
SARS2,0.066634202,0.07395684,0.096285475,0.096321547,0.126928731,0.132583033,0.131464798,0.137119101,0.072279487,0.066426787,unknown
SART1,0.046124545,0.044905991,0.057777537,0.059032197,0.126621354,0.130295071,0.109227617,0.112513201,0.158601641,0.154900846,unknown
SART3,0.046720558,0.043767849,0.161188828,0.169398325,0.070574568,0.071194153,0.066014812,0.06417542,0.154818723,0.152146764,"Nucleosol, Ribosome"
SASH1,0.303913274,0.294408818,0.083104683,0.077292891,0.037100588,0.039045759,0.047356227,0.039852293,0.040437426,0.03748804,Cytosol_3
SASS6,0.223783846,0.249008392,0.084655478,0.094120829,0.049760703,0.052153675,0.066962237,0.071928473,0.056169278,0.05145709,Cytosol_1
SAT2,0.195585134,0.214105053,0.097767358,0.098397573,0.097574092,0.098935357,0.048089608,0.057248733,0.046577092,0.04572,unknown
SATB2,0.056849539,0.063548399,0.094319585,0.099021494,0.136691235,0.127659574,0.127124029,0.133949967,0.082346961,0.078489216,unknown
SAV1,0.122532961,0.135333446,0.066724986,0.071589885,0.088148393,0.086773724,0.116355878,0.115989895,0.098056718,0.098494113,unknown
SAYSD1,0.02432317,0.029716452,0.025293249,0.024919457,0.105925491,0.096536196,0.212562966,0.200361332,0.130836048,0.14952564,unknown
SBDS,0.226231111,0.225346178,0.134501445,0.12455648,0.055051284,0.058447743,0.048148804,0.048848322,0.040580516,0.038288117,Cytosol_5
SBF1,0.074601362,0.079672865,0.11555718,0.116233381,0.089980354,0.090126559,0.100909216,0.101420935,0.113080824,0.118417325,unknown
SBF2,0.077551934,0.079226361,0.097152579,0.098844914,0.087526862,0.089201289,0.119448424,0.124516476,0.111022564,0.115508596,unknown
SBNO1,0.055061996,0.054447315,0.187160845,0.18533601,0.098108895,0.094228719,0.085920917,0.085229401,0.07746905,0.077036852,unknown
SBNO2,0.080823182,0.070191953,0.141528239,0.132161314,0.101891842,0.103414544,0.099270949,0.086009598,0.089581026,0.095127353,unknown
SC5D,0.021998046,0.022438183,0.021390657,0.024436405,0.132771719,0.138423077,0.196485946,0.19366907,0.118933812,0.129453086,unknown
SCAF1,0.055659565,0.046121221,0.036227962,0.03711525,0.162063122,0.154742997,0.097637153,0.109038801,0.146837263,0.154556667,Nucleus (Nucleolus)
SCAF11,0.051201363,0.049748969,0.053855119,0.054464766,0.175596199,0.175058275,0.127891339,0.137950511,0.084211942,0.090021517,unknown
SCAF4,0.046331522,0.045341615,0.164916537,0.187956134,0.104677795,0.112131211,0.089343944,0.093090062,0.07642663,0.07978455,Nucleosol
SCAF8,0.055573852,0.058189757,0.147695087,0.141061229,0.1078543,0.113076699,0.103027109,0.103375269,0.085299182,0.084847515,Nucleosol
SCAI,0.068848748,0.063109107,0.070411655,0.065983419,0.120038444,0.123523547,0.080390906,0.086956912,0.149554033,0.171183228,unknown
SCAMP1,0.060187839,0.058900304,0.040477975,0.045778033,0.073565854,0.073415935,0.15434543,0.144627188,0.177080118,0.171621324,"Golgi, Endo/Lyosome"
SCAMP2,0.033512861,0.034262671,0.02458829,0.022777773,0.080055961,0.079443312,0.165863516,0.158740319,0.203052276,0.19770302,"Golgi, Endo/Lyosome"
SCAMP3,0.080602912,0.077595407,0.048719826,0.049839923,0.067029449,0.071007117,0.126950248,0.12349294,0.184348624,0.170413554,"Golgi, Endo/Lyosome"
SCAMP4,0.050856689,0.050312027,0.037369373,0.044459215,0.104962889,0.115865367,0.135417821,0.130109671,0.163278682,0.167368266,"Golgi, Endo/Lyosome"
SCAND1,0.093720918,0.088812248,0.108209704,0.108748016,0.100454371,0.097452601,0.092507436,0.08967902,0.098447109,0.121968577,unknown
SCAP,0.060168394,0.057059585,0.043051443,0.046733901,0.112444486,0.107901554,0.129098816,0.136176906,0.15219282,0.155172095,"ER, Mitochondrion"
SCAPER,0.101363014,0.098177904,0.101505365,0.10946814,0.075010231,0.081469421,0.091069236,0.087430381,0.131950746,0.122555561,unknown
SCARB1,0.058879614,0.052864238,0.042263654,0.040218079,0.09929705,0.10135996,0.179221815,0.175884754,0.125525479,0.124485356,unknown
SCARB2,0.045280095,0.045909112,0.038752906,0.040858745,0.070613975,0.072874789,0.166835316,0.160499567,0.177911482,0.180464014,"Golgi, Endo/Lyosome"
SCCPDH,0.051169334,0.044644758,0.048291116,0.04849472,0.142939113,0.137645415,0.137367773,0.144530925,0.1187843,0.126132546,Mitochondria membrane
SCD,0.053760436,0.051921239,0.03260066,0.035043906,0.094132602,0.095521016,0.196325213,0.18300907,0.134234299,0.123451559,"ER, peroxisome"
SCD5,0.048314143,0.04530483,0.030781228,0.03706592,0.092949218,0.082875361,0.209697693,0.193513464,0.135189688,0.124308455,"ER, peroxisome"
SCEL,0.129359179,0.121773765,0.126677288,0.137909364,0.066666667,0.071393167,0.095618694,0.089706143,0.082368561,0.078527173,unknown
SCFD1,0.046036351,0.045452439,0.043431919,0.042050921,0.093972732,0.091942943,0.145134531,0.148990203,0.170557868,0.172430093,"Golgi, Endo/Lyosome"
SCFD2,0.050663547,0.064130959,0.042492007,0.036597782,0.133870363,0.133129119,0.092521478,0.099540965,0.145006877,0.202046904,"ER, peroxisome"
SCG2,0.074982756,0.086970567,0.069691705,0.090288388,0.050029249,0.059153257,0.080221421,0.074397772,0.214278854,0.19998603,unknown
SCLT1,0.184311658,0.200559448,0.104798667,0.11143892,0.064030404,0.065807373,0.081791593,0.077251394,0.05742416,0.052586383,Cytosol_2
SCLY,0.064400733,0.065102157,0.241951161,0.228253354,0.081164764,0.083419341,0.061875607,0.058789342,0.059510807,0.055532731,unknown
SCMH1,0.045525026,0.050159045,0.063972497,0.05511204,0.166922143,0.164769052,0.092910749,0.097961209,0.137009241,0.125658996,unknown
SCML1,0.18249326,0.194175312,0.081578302,0.091348746,0.060019606,0.057585165,0.101862593,0.089379953,0.077068867,0.064488195,unknown
SCML2,0.052569147,0.044844347,0.14157312,0.153030128,0.133694017,0.123548586,0.0884832,0.098329669,0.08222428,0.081703507,Nucleosol
SCN2A,0.024425518,0.024470156,0.025684289,0.017587087,0.200912386,0.190449408,0.028791044,0.03312086,0.16398843,0.290570822,unknown
SCNM1,0.086263362,0.087751986,0.137251136,0.147527444,0.100006723,0.098892656,0.089740019,0.082172047,0.083026805,0.087367825,unknown
SCNN1A,0.042206674,0.03548549,0.045582027,0.037935819,0.122319645,0.110530511,0.146960706,0.145238587,0.154370738,0.159369803,unknown
SCO1,0.06512758,0.062481557,0.05284177,0.059491255,0.075465759,0.075741182,0.226249729,0.225816923,0.078869194,0.077915052,Mitochondria membrane
SCO2,0.050891114,0.038157039,0.054135637,0.053421661,0.154887571,0.141882366,0.156460126,0.168679054,0.088017858,0.093467573,Mitochondria membrane
SCOC,0.075937058,0.058468883,0.141080269,0.116248232,0.11039604,0.115222772,0.10937058,0.104535007,0.086828147,0.081913013,unknown
SCP2,0.047659143,0.047278884,0.057536826,0.066527238,0.080470073,0.078414863,0.186136839,0.180958072,0.130428878,0.124589184,unknown
SCPEP1,0.056391196,0.05474148,0.120215822,0.118808711,0.088871206,0.087939601,0.117692726,0.115451052,0.114635898,0.12525231,unknown
SCRIB,0.051646798,0.051628068,0.070797786,0.073438656,0.149096766,0.151672083,0.155155783,0.147898074,0.07127539,0.077390596,Mitochondria matrix
SCRN1,0.314639166,0.313677256,0.075778004,0.076534917,0.039367347,0.041472511,0.037112378,0.035417209,0.032854744,0.033146471,Cytosol_4
SCRN2,0.193125549,0.2254353,0.114929304,0.107062804,0.055338225,0.063826886,0.060980287,0.057792778,0.063639385,0.057869483,unknown
SCRN3,0.208984928,0.227404447,0.129352985,0.128969939,0.051461404,0.057914897,0.053859605,0.048272129,0.048588559,0.045191107,Cytosol_5
SCYL1,0.161970809,0.173927525,0.105005594,0.109745578,0.082877128,0.081536267,0.079136383,0.077821145,0.061073201,0.06690637,unknown
SCYL2,0.297206951,0.258641738,0.073746651,0.067495268,0.0526001,0.052272373,0.055697115,0.053362064,0.043472918,0.045504822,unknown
SCYL3,0.101804712,0.104140011,0.117838641,0.105893722,0.069710011,0.079409107,0.101885239,0.105508979,0.105831089,0.10797849,unknown
SDAD1,0.04672441,0.047354502,0.051623152,0.048472693,0.110266058,0.116336238,0.103565787,0.106148276,0.18948013,0.180028753,"Nucleosol, Ribosome"
SDC1,0.053528728,0.050783903,0.034082345,0.038567109,0.152072575,0.143251919,0.165163992,0.156594557,0.105699,0.100255873,Plasma Membrane
SDC4,0.047906602,0.045106866,0.03527119,0.039864222,0.122319207,0.118888157,0.175697189,0.164919119,0.121788538,0.128238911,"ER, peroxisome"
SDCBP,0.126379504,0.123849706,0.072914191,0.066810418,0.080359265,0.079433937,0.081929777,0.079162281,0.135080987,0.154079935,Cytosol_1
SDCBP2,0.112343455,0.107250262,0.107442932,0.111128796,0.100171728,0.103262827,0.083233508,0.080150785,0.0896,0.105415707,unknown
SDCCAG3,0.070713494,0.08280492,0.117652937,0.109767619,0.097076618,0.096486128,0.123221716,0.123794037,0.081569433,0.096913098,unknown
SDCCAG8,0.181523819,0.172655663,0.110134304,0.122770146,0.060693049,0.064631604,0.075968833,0.074422459,0.069151117,0.068049006,unknown
SDE2,0.066333906,0.066715762,0.137568302,0.15750666,0.106792497,0.100082736,0.098828065,0.092572894,0.084763022,0.088836156,unknown
SDF2,0.018811583,0.013244409,0.066570583,0.074784755,0.088132783,0.087426289,0.219267507,0.201284877,0.117749016,0.112728198,"ER, Mitochondrion"
SDF2L1,0.031333359,0.02744646,0.074718009,0.085959531,0.090275131,0.090094124,0.186590199,0.169375429,0.123323299,0.12088446,unknown
SDF4,0.052040338,0.049346853,0.076382824,0.090907419,0.064165617,0.063990954,0.180812826,0.149787187,0.143416589,0.129149392,unknown
SDHA,0.053812075,0.053450609,0.05575843,0.058881866,0.126438912,0.123398892,0.189065194,0.177702189,0.078428828,0.083063006,Mitochondria membrane
SDHB,0.032991534,0.030909305,0.038521225,0.033767458,0.137486004,0.138222641,0.209961302,0.205816489,0.083554325,0.088769717,Mitochondria membrane
SDK1,0.039402617,0.04669772,0.042909704,0.039783231,0.140165658,0.135172364,0.173405952,0.163799978,0.10816689,0.110495886,unknown
SDR16C5,0.031144713,0.039607854,0.033924055,0.031198334,0.102656908,0.092826439,0.20151568,0.188843311,0.139816081,0.138466626,unknown
SDSL,0.23377565,0.290326932,0.121330658,0.110548146,0.045532718,0.047168221,0.043281795,0.042152119,0.034531016,0.031352746,unknown
SEBOX,0.05069215,0.051244372,0.057487294,0.052844882,0.138476802,0.141883734,0.13068017,0.126430865,0.130212184,0.120047547,unknown
SEC11A,0.023057258,0.022662442,0.026136824,0.024547689,0.122323887,0.120024084,0.174173107,0.17745008,0.152201593,0.157423036,"ER, peroxisome"
SEC11C,0.051731067,0.039554323,0.033737215,0.042668837,0.108455402,0.105893464,0.172895694,0.16776177,0.139128338,0.13817389,unknown
SEC13,0.217927472,0.222116606,0.073250953,0.071290977,0.084035027,0.082495647,0.073579017,0.073562193,0.052709057,0.04903305,unknown
SEC14L1,0.149620018,0.149751348,0.065104714,0.07052427,0.079577292,0.078150172,0.115500455,0.103995938,0.094172445,0.093603348,unknown
SEC14L2,0.185372589,0.184690355,0.088389848,0.090274112,0.077669036,0.080804061,0.077482234,0.072519797,0.072056853,0.070741117,unknown
SEC14L4,0.325953592,0.295399661,0.074337398,0.086516972,0.034198803,0.03944112,0.035556256,0.04600339,0.029961451,0.032631358,unknown
SEC16A,0.149006357,0.15436463,0.101076112,0.10081756,0.073081141,0.075943047,0.09027041,0.085402495,0.086891399,0.083146849,unknown
SEC22A,0.038263536,0.039377122,0.02842382,0.028305159,0.08819234,0.090209573,0.163989193,0.157727555,0.191052977,0.174458724,"Golgi, Endo/Lyosome"
SEC22C,0.086246984,0.071138408,0.084544856,0.0987585,0.112524676,0.117946918,0.164360605,0.133906558,0.063268261,0.067304233,unknown
SEC23A,0.076673269,0.076093357,0.104874828,0.094195528,0.09275021,0.087058152,0.083890941,0.080652356,0.145254537,0.158556822,unknown
SEC23B,0.13605663,0.144337041,0.130442791,0.109215466,0.091970457,0.086058384,0.066971334,0.067137995,0.083058489,0.084751412,unknown
SEC23IP,0.2075356,0.200466717,0.078984125,0.081717994,0.0541749,0.050274239,0.072877632,0.065757648,0.099850106,0.088361041,Cytosol_1
SEC24A,0.208207625,0.210802086,0.108113818,0.099105038,0.064464332,0.065960162,0.058379603,0.060297983,0.062706522,0.061962832,unknown
SEC24B,0.101047751,0.093878461,0.09937135,0.09954969,0.095323019,0.087698961,0.085255696,0.085710464,0.121547996,0.130616612,unknown
SEC24C,0.102847333,0.103683198,0.114792112,0.110199349,0.083577502,0.082400101,0.091405871,0.088296094,0.110468983,0.112329457,unknown
SEC24D,0.151552795,0.158531746,0.121506211,0.117744997,0.068616287,0.065458937,0.079615252,0.07386991,0.079830918,0.083272947,unknown
SEC31A,0.211821192,0.210969889,0.110124546,0.103186427,0.072037253,0.069968587,0.05393004,0.051239923,0.061796079,0.054926064,unknown
SEC61A1,0.054081994,0.060811134,0.045400159,0.051746418,0.176546601,0.168084923,0.096275521,0.107637526,0.099884178,0.139531545,unknown
