,n113,n114,n115,n116,n117,n118,n119,n121,markers
O54734,0.0004755962197916794,0.000492274173228001,0.0006324283076282233,0.0008404828155938478,0.0006369508095592461,0.0005979794457110685,0.00028316361374953976,5.5342233546177616e-05,Endoplasmic reticulum
O88307,0.0005412475795710984,0.000956292599999884,0.0013000040413106535,0.0008324837081164539,0.0003033396228582484,0.00018961780859546025,0.00020475339345820673,0.00029502729008803346,unknown
P08003,0.0005354947777265155,0.0005181887609355856,0.001030948225893755,0.0007608046908201189,0.0006140617321987659,0.0004693029732019814,0.0003622760345718687,6.777671612703005e-05,Endoplasmic reticulum
P11983,0.00047122145514004454,0.00043209608295934293,0.00020301489015931234,0.0003038962363040624,0.000221719137042014,0.0005059250816407523,0.0004227948776182001,0.0010693539802781866,unknown
P14869,0.0003636274907850625,0.00026747760055507254,0.0002604843010024145,0.00040149084676858874,0.0004493521774351572,0.0004548284425486502,0.001641828216247431,0.0002446776248716634,60S Ribosome
P17426,0.0009431402302720963,0.0006454154386924341,0.0003908034470527401,0.0006769088092278416,0.0005350481026307437,0.0004318840060946788,0.0002558478102714636,0.0001263054837211546,unknown
P17751,0.00018596987449808765,0.00024779819803028366,0.00010706297054229674,0.00012137314074448409,8.030695116084293e-05,6.381770811810219e-05,7.021478716625049e-05,0.0023409291449827583,unknown
P21995,0.0014256406159669254,0.0010574342982988376,0.0003745023464202849,0.0006543241240793573,0.0003656232553681551,0.00023762854390396447,7.581527193217195e-05,1.4876405071758931e-05,Plasma membrane
P32507,0.001363576675707329,0.0012041628453363618,0.000593865171932914,0.0006724232625717881,0.00024581239796297934,0.0001601864683732867,6.831976592890173e-05,7.656710222563922e-05,unknown
P35700,0.000521832547622154,0.00039674939498049016,0.00016914820371529478,0.0003057292725096438,0.00023740132701144373,0.0008157345201918488,0.0009814689025699087,0.0004117424354184019,unknown
P47877,0.0005921055421215704,0.0007158541185497346,0.0006915528411558928,0.0008757076446677358,0.0005905249442029898,0.000405627065605209,0.0002053163168471396,5.904944464741654e-05,unknown
P50247,0.00021192620319864655,0.00018058117588043738,0.00023190871527947645,0.00011675730954704102,8.364749344668597e-05,6.954128058532783e-05,8.275046937813126e-05,0.0023278548770907233,Cytosol
P51881,7.208402514105502e-05,8.836594353250924e-05,0.00011057919528470758,0.0003962492380375703,0.0015331369429698268,0.0008251540168159856,0.0003289541209956603,1.971654790956757e-06,Mitochondrion
P62245,0.0003250626191056155,0.0003349704771598484,0.000187306236744166,0.00046380158032456674,0.00039777768959338477,0.00045942303642328413,0.0010438877924371316,0.0005956244880047535,40S Ribosome
P62301,0.0004946697565091754,0.0002927178966635083,0.0003285088764377299,0.0003328863487020922,0.00033202782787026435,0.000300361625328974,0.0017172529391144195,0.0004020142904542353,40S Ribosome
P62814,0.0008116101835952184,0.0008332596421870759,0.0009353141880028088,0.0005776379396199211,0.0002321903390050589,0.00013310572315589024,0.00018153549248732854,0.0006549973391197576,unknown
P80313,0.00043840235843985934,0.0003535482736398464,0.0004711818475967351,0.0003202279175345934,0.0002167572726405563,0.00033049169335402483,0.001095368004515897,0.0008304751320657402,unknown
P80317,0.00038755321498355045,0.0003208196709756165,0.0002486154934301269,0.00025040313826004264,0.00019997774910517822,0.0004482168715042402,0.0008736191412830264,0.0010374940385500491,unknown
Q05793,0.0006321375315931966,0.0006429803929138749,0.0009505013497414898,0.0006936687782292584,0.0005741161290373865,0.00040943583561352416,0.0003715927033374921,8.752743031064099e-05,unknown
Q3U9G9,0.00022600496047626197,0.000290657326471469,0.00026181804605212965,0.00037495361188853114,0.0002841545378403971,0.0014228263169626105,0.0008278849653540548,5.0006236072353135e-05,unknown
Q3UM18,0.0004694132936326382,0.0007257148985398005,0.00044833495959020644,0.0009884109742254803,0.0005745864192151326,0.00048788538347321203,0.00016828505594121995,5.146634621667295e-05,unknown
Q5U458,0.00031554160769447137,0.0003480114168053042,0.0002647499109855176,0.00046638058672122197,0.0011434898033666004,0.0007207499818275173,0.00034164119697736227,3.271660918117993e-05,unknown
Q60597,0.00025946868766978456,0.00023447133292825678,0.00025800322174266473,0.0003414420857844426,0.0008938946052581615,0.0007885032356812331,0.0004820185370619766,0.00034370117340814165,Mitochondrion
Q60864,0.00013300220171131487,0.00014953927315478156,9.47910949065003e-05,0.00012347948942658394,6.768539406052855e-05,5.312788438548653e-05,7.775640696077562e-05,0.002462341848335118,unknown
Q60932,0.00020010922488365393,0.00021980153665603343,7.779121415481565e-05,0.00047176075539999597,0.0012273774012145496,0.0007897524504444693,0.00047048631764258806,1.1815222949986934e-05,unknown
Q76MZ3,0.0004772448286568041,0.0004685092254234631,0.0002665589273296674,0.00033039143358390893,0.00019067587882855944,0.00020556768743367526,0.00015557921478263093,0.0014862870909885888,unknown
Q791V5,0.00022701233329073506,0.0002232694373447344,0.0002468768218528185,0.0004735255064182612,0.0011882602136529781,0.0008157519441847821,0.00038472090484739305,1.305034369598756e-05,Mitochondrion
Q8BWT1,0.00014680265158480097,0.00014732902433245597,0.00022581509197951304,0.00035330971534296434,0.0013158009559386208,0.0008179758197360307,0.0004740120024296264,4.765024743712936e-05,Mitochondrion
Q8C129,0.000688126784140093,0.001204319861465013,0.0011859117393204644,0.0009384138209337575,0.0002872558415142237,0.0001580423593782163,0.00013445503468710536,5.430072836172799e-05,unknown
Q8CAQ8,0.0002068408497892335,0.00023502498752133217,0.00025058572440395175,0.00044192267982143106,0.0012300462613638883,0.0007557939114483168,0.00034844156109257264,8.459544626889478e-05,unknown
Q8K0D5,0.00014363748782146596,0.00014314770378907765,0.0002531914467146493,0.00037321741480228113,0.001337674541500939,0.0007554706543404781,0.0005135591351628962,4.4545043934693416e-05,Mitochondrion
Q8VEM8,0.00012763635618649494,0.00013066686618848431,0.0001789059933414208,0.0004034949496595529,0.0014067749428147466,0.0008233715518086375,0.00035770301420898714,1.8672152514253295e-05,Mitochondrion
Q922Q8,0.00031406918331838667,0.0004483065122618471,0.0002871514770126924,0.0009093247594289438,0.0008049318699440979,0.0007010525706420392,0.0002012479792985528,4.665861414577865e-06,unknown
Q99JR1,0.00022150731008137498,0.00024337905383092672,0.0002673437303328298,0.0004874716771588749,0.0011685708594692018,0.0008015333883887216,0.0002514426759297081,9.92628149403514e-05,Mitochondrion
Q99LC5,9.231953770132412e-05,0.00011715917800715362,0.000144695204667185,0.000362140665532554,0.0014124467130531729,0.0009028459578693279,0.0003464850499642054,1.8778584367369437e-05,Mitochondrion
Q99PV0,0.0007326631695390417,0.00042809314853337624,0.00044577499898689957,0.00026539106741332185,0.00025603477221984545,0.00045189328258014524,0.001313088410372126,0.00035586481931767746,unknown
Q9CZX8,0.0002461176407926474,0.00021620513639032844,0.0002091674436442783,0.00043778183320862323,0.00038508265981563905,0.0004464967865759838,0.0014168725292198407,0.0005433783703181688,40S Ribosome
Q9D8N0,0.00024498226059279895,0.00021716545018105854,0.0003452509273811457,0.00027300222797267324,0.0002236058334354221,0.0009407915430846604,0.000723514069488823,0.0007467774031380284,unknown
Q9DBJ1,0.0002482700748866456,0.00024130270865103858,0.00020966486203181234,0.00011595928136787315,5.981254071671923e-05,1.409271614964506e-05,1.7686970145780337e-05,0.0023848594039007982,Cytosol
Q9DCW4,0.00013360234794101302,0.00017003662637235054,0.0001400651574820744,0.0004885203392123934,0.001234660282130554,0.000836518640502455,0.00026299110856251604,0.00013300043307554012,Mitochondrion
Q9JLF6,0.0017062538899176001,0.0009534326040807115,0.00039197483435100936,0.0005299739976592767,0.0003427483506012188,0.00022035663476711325,0.00011491750753157987,2.5753066647057897e-05,Plasma membrane
Q9WV54,0.0006934316565269656,0.0009085018839926892,0.0005783118642509507,0.0011679735353751209,0.0004695469954876256,0.00015304051888644148,0.000112990767859531,5.405679120746624e-05,Lysosome
Q9Z1G4,0.0006483774184569841,0.0012542935119605227,0.0007302217607694866,0.0009755259465520375,0.0003549103538041292,0.00019144282020346147,7.234519160969751e-05,6.656744412649624e-05,unknown
O08749,0.00019132151317338353,0.00016866984981095138,0.00035316645150484233,0.000364878892854944,0.001249529698405336,0.0007403998425850232,0.0005621357128591713,4.792364448069552e-05,Mitochondrion
O08756,0.0002352969235655475,0.00022968218534129696,0.00030260954553998126,0.00043753791516982214,0.001228991822008679,0.0007322639678987914,0.0003951570063883296,5.6493199503525634e-05,Mitochondrion
O08795,0.000522760213295704,0.0006370080468917016,0.0005805489808864895,0.0009053829905427933,0.000662110033842045,0.0004833894275332566,0.000185124874321206,2.8538976946135514e-05,unknown
O08810,0.00024177472763568304,0.0002550133012618181,0.0002351831507549721,0.0002058022375122137,0.0001823424601628444,0.0005279991150547069,0.0016119528243618375,0.00070773290197127,unknown
O35685,0.00020401305903876998,0.0002347817576878019,0.00028102404606460303,0.00019797401815122557,0.0001531127724747443,0.0001514116122903256,0.00017849056676382856,0.0020087324697627682,unknown
O55022,0.0006686886174039189,0.0006493220326519615,0.000604362389044599,0.0009080449682278232,0.0005688411216860546,0.00044524837265505436,0.00022472945597396964,2.0608562282196122e-05,unknown
O55143,0.0008761961657147612,0.000784012700993483,0.0006431115731553267,0.0007491432335131866,0.00048618912295944773,0.0003850295007082358,0.0002145210092085504,6.511904767049326e-05,Endoplasmic reticulum
P00761,0.0005839113533269476,0.0006306320307414432,0.00023982769491056306,0.0005699661641291975,0.0004812716850243958,0.0005138418541011097,0.00022481166575787583,0.0004859298056350106,unknown
P06745,0.0005831740181133697,0.00025501466991436283,0.0029701715273665005,0.00014260635977274378,7.749252764881496e-05,2.258828702504575e-05,0.00013349406254576965,0.0013586847274802462,unknown
P08752,0.002065377586643235,0.0011754970087579078,0.0006330988447970942,0.00041962445557322157,0.00018856242957782858,7.773599827191709e-05,3.9638738404652184e-05,8.693632652855528e-06,unknown
P11103,0.00013746188969229373,0.00015495049444449666,0.0002279198120614496,0.00019864342809070327,0.0003649775219165708,0.0015276203222182956,0.0008745547446732567,0.0001537708465771587,unknown
P11260,0.0004001781628980823,0.00039588312789591617,0.00030151212606289703,0.00038247295960054233,0.0004290374296761166,0.0007433877616332402,0.000959227651607271,0.0002922127436126928,unknown
P16460,0.0005117674849915025,0.0005192890709846954,0.0002779251047347056,0.0003799773291801923,0.0002811995402073491,0.0005949351273358273,0.0008585575138310552,0.0004898320394128924,unknown
P19253,0.00035386969163049564,0.00024553838075253996,0.0007674205758784064,0.00037924292697480227,0.0003254895951302974,0.0003034102480425226,0.0018408399496629914,0.00030413930034771375,60S Ribosome
P26041,0.0010597356257065508,0.001181662313667705,0.0005402686612136419,0.0006709478490563412,0.0003066788340625477,0.00018612189745197496,0.00016801921843392632,0.00015676956344970848,Plasma membrane
P30416,0.0002724039019430545,0.00027511123055358,0.00019435086606074372,0.00017563617143111484,9.914907595317284e-05,0.00013551582888258532,9.791443022663189e-05,0.0020937044218042986,unknown
P35293,0.0010425982740238874,0.0009337966452912032,0.0013009846639249931,0.0007300792481821758,0.0003379404559872674,0.00021675803972590846,0.00013133784202011868,6.375517854407864e-05,unknown
P35979,0.00022510246118233727,0.00030049962120370856,0.00028799721125809415,0.0005571123685803392,0.000496750845872649,0.0004807425653493725,0.0011064739386767342,0.0004248685975265448,60S Ribosome
P35980,0.00041603476414446257,0.0003531065038577599,0.0004168393548600048,0.0004563711585947674,0.00039529266834347686,0.00037500491583443007,0.001469649853986299,0.000299668533467477,60S Ribosome
P40142,0.00016970038219070032,0.0001485387023925973,0.0003575022030595448,0.00012625557268793004,0.00010305573579723572,0.00023549345444453892,0.00035974358924821423,0.001989110720710661,unknown
P45952,0.00013973739354892334,0.0001333441643123057,0.00013282457546737723,0.0003659068279078539,0.0013385491916658651,0.0009422144516796232,0.00028675966202578997,4.549839238679371e-05,Mitochondrion
P47963,0.0004256712216582383,0.00033160067379744274,0.0005970060095074996,0.0003942903544902181,0.0003448232608141336,0.00032938714090561313,0.001732069828578917,0.0002500705728108655,60S Ribosome
P49718,0.0002879086336925274,0.0002239419872912778,0.00017871314204436306,0.00020382040990383124,0.00015791377533223752,0.00031278750545391085,0.0005134951585945705,0.0016173684476099074,unknown
P50516,0.00063498193251395,0.0007108652017614701,0.0010875865943392438,0.0006340667373026261,0.00023747840817256856,0.00010357278608790819,0.0001715463636965515,0.0007965771926322051,unknown
P60122,0.00032267588960084055,0.00029765779372464346,0.00028790659449810574,0.00023229277899938344,0.00019300476890333617,0.0009127304507055617,0.0007154663030192079,0.0007517314298256637,unknown
P62082,0.00034364345477325744,0.0003047587276782256,0.00017369433483029723,0.0004542920006313237,0.0003986812270664632,0.00043946873608304693,0.0012519677865814283,0.0005082290965092106,40S Ribosome
P62259,0.0006671879647317696,0.0007983575571855621,0.000308446417986528,0.0004146147518412225,0.0001881160618419575,9.177713467064223e-05,2.4964698444191196e-05,0.001244899700836456,unknown
P62270,0.0002520820852162944,0.0002806178173560081,0.0001850059858021854,0.0003945466444171857,0.00038138921985798836,0.0004068758102101737,0.001476341507456117,0.00054374981130107,40S Ribosome
P62717,0.00033493163053348557,0.000325983194034697,0.0002578065667732703,0.0006206974302214167,0.0004997705006219819,0.0004339089254296975,0.0011208157924977502,0.0003236857083701612,60S Ribosome
P70168,0.00044440403657912045,0.000429719308830146,0.0003049107542326346,0.00031878220736066904,0.00019717442503598118,0.0002697772152897242,0.0002205042188560394,0.0014265482656712297,unknown
P80315,0.00037700126705335324,0.0003316476692705615,0.000245097469637445,0.00026090433953374786,0.00019107347356448124,0.0003856366341766409,0.0008536004420685481,0.0011101196311702171,unknown
P97461,0.000549081730068698,0.00036634441879466523,0.000283757277548609,0.0003790858923217344,0.0003113512690681515,0.00031338391755895046,0.0014420908503725261,0.0004618829143345991,40S Ribosome
P97807,0.00023219754419370584,0.000273676290448794,0.00014500931480437675,0.0005020808611698067,0.0011324894384826586,0.0008040681937641697,0.0002231299851844891,0.00013826910283105885,unknown
Q02257,0.0008161225832125367,0.0007280654494552101,0.000616029555640268,0.0007105384491318168,0.000426370408788967,0.00030893048341078196,0.0004323610889490971,0.00018094092259100705,Plasma membrane
