Majority protein IDs,R1_C2_03,R1_C2_06,R1_C2_12,R1_C2_24,R1_C2_80,R1_C6_03,R1_C6_06,R1_C6_12,R1_C6_24,R1_C6_80,R1_Con_03,R1_Con_06,R1_Con_12,R1_Con_24,R1_Con_80,markers
P49720,0.099705795,0.096220346,0.054641959,0.056695493,0.027796455,0.096638875,0.08815853,0.060976831,0.055071465,0.021288683,0.100680074,0.100268407,0.05868659,0.060169964,0.023000532,Large Protein Complex
P28074;P28074-3;P28074-2,0.102726537,0.095278108,0.051684546,0.059991089,0.027389624,0.102108695,0.092106519,0.054601447,0.059123365,0.02010458,0.083127214,0.107641814,0.061748507,0.058722454,0.023645501,Large Protein Complex
P28072,0.11313688,0.094429359,0.053563605,0.056737744,0.026294567,0.096775069,0.085602253,0.061424641,0.057273445,0.019986998,0.09732434,0.099043235,0.059457605,0.05583694,0.023113319,Large Protein Complex
P62191;P62191-2,0.097991273,0.096336899,0.056595419,0.055249415,0.023725676,0.08960992,0.095144776,0.06079157,0.059225388,0.018946236,0.084640715,0.113306401,0.064374628,0.064259065,0.019802619,Large Protein Complex
P35998;P35998-2,0.097470692,0.093624582,0.055681154,0.060999811,0.02291065,0.094517994,0.092427028,0.065573957,0.06124946,0.018158455,0.081237193,0.108761907,0.06190653,0.063882176,0.02159841,Large Protein Complex
P43686;P43686-2,0.100993161,0.102727688,0.051672843,0.058037755,0.022281214,0.091728945,0.091022498,0.058571898,0.058428311,0.017098308,0.089615348,0.112359486,0.062942678,0.063786968,0.018732899,Large Protein Complex
P62195;P62195-2,0.101189614,0.099370136,0.056466968,0.057180853,0.022932372,0.093500293,0.093529265,0.057726696,0.058918628,0.01645932,0.087954942,0.109638017,0.064527718,0.061305968,0.019299211,Large Protein Complex
P62333,0.090699554,0.097668153,0.058062083,0.062328255,0.022586284,0.090250546,0.09554285,0.059558176,0.056700691,0.017671147,0.088622145,0.112760799,0.061436226,0.06613584,0.01997725,Large Protein Complex
Q99460;Q99460-2,0.102538783,0.098161876,0.052547071,0.061223611,0.021327099,0.092304371,0.097218068,0.060568845,0.062096633,0.015509706,0.081751424,0.108962573,0.062780893,0.063069934,0.019939113,Large Protein Complex
O00231;O00231-2,0.097074999,0.099116424,0.057031179,0.063394541,0.024639333,0.082466238,0.09393623,0.062303329,0.060293168,0.017602238,0.081871589,0.1142524,0.061929374,0.063051239,0.021037719,Large Protein Complex
O00232;O00232-2,0.089346735,0.091622671,0.056155788,0.068518671,0.026691524,0.084482735,0.087525986,0.063388712,0.064150826,0.019704401,0.080815227,0.107281109,0.06807649,0.067926928,0.024312196,Large Protein Complex
Q9UNM6;Q9UNM6-2,0.099723828,0.09620008,0.058954806,0.059001095,0.021555044,0.089760125,0.091056216,0.063369618,0.058856442,0.016795958,0.08494607,0.112991408,0.065660923,0.061263469,0.019864917,Large Protein Complex
Q13200;Q13200-3;Q13200-2,0.10196786,0.092643584,0.056114638,0.058348425,0.02758168,0.093848671,0.09269071,0.060498058,0.063621859,0.019426809,0.074466295,0.106276551,0.062138053,0.066590143,0.023786666,Large Protein Complex
O43242;O43242-2,0.103062639,0.097001868,0.053287525,0.054686937,0.023483419,0.090397636,0.091136034,0.055891412,0.059869309,0.017494125,0.093469372,0.116306545,0.062025432,0.061275219,0.020612528,Large Protein Complex
P55036;P55036-2,0.083122252,0.113402921,0.052915497,0.060238702,0.020298959,0.084225074,0.086630164,0.05587669,0.06230356,0.016259581,0.086589102,0.142041088,0.056890934,0.059851541,0.019353934,Large Protein Complex
Q15008;Q15008-4;Q15008-3;Q15008-2,0.104441898,0.101544698,0.054994693,0.058364627,0.022086344,0.090408778,0.093374221,0.063136632,0.056402968,0.016386242,0.091165649,0.110515472,0.0604789,0.057067401,0.019631479,Large Protein Complex
P48556,0.116117397,0.095247403,0.053426162,0.064860055,0.022263221,0.085406175,0.096145159,0.065382799,0.060513323,0.013911246,0.077565012,0.105435233,0.060121265,0.063763429,0.01984212,Large Protein Complex
P11216,0.139609401,0.156002214,0.03895949,0.021414944,0.02694483,0.115277645,0.127375084,0.042940695,0.025188876,0.026312582,0.070133861,0.125862904,0.040063642,0.023271927,0.020641907,Large Protein Complex
P54136;P54136-2,0.078660817,0.046557323,0.07461493,0.117769087,0.034070163,0.081053992,0.050139977,0.073637519,0.089909924,0.027287526,0.06196783,0.047772274,0.071990731,0.107396688,0.03717122,Large Protein Complex
P35250;P35250-2,0.115374593,0.10683038,0.048511046,0.033878697,0.029873328,0.119618979,0.098501775,0.04692356,0.032227144,0.025851942,0.10097202,0.126154963,0.048440204,0.036457361,0.030384009,Large Protein Complex
P40938;P40938-2,0.102008935,0.11821396,0.046060834,0.033499113,0.030458067,0.119344681,0.10177684,0.043225699,0.033020639,0.028504299,0.101253137,0.124278198,0.050574793,0.036808556,0.030972248,Large Protein Complex
P35249;P35249-2,0.11577445,0.105410196,0.049834731,0.037682799,0.029376895,0.09755242,0.100770103,0.04745116,0.035736307,0.029971407,0.101660835,0.119247615,0.05380712,0.039986964,0.035736998,Large Protein Complex
P40937;P40937-2,0.115884555,0.110552045,0.047777401,0.033857894,0.02893685,0.110492926,0.094318039,0.043133033,0.032170645,0.026886021,0.116966428,0.122499942,0.050409368,0.036402365,0.029712488,Large Protein Complex
P62906,0.163770647,0.091609475,0.035397637,0.025385287,0.023592674,0.152734889,0.090716467,0.034376766,0.024996626,0.024433929,0.153348832,0.095074957,0.035261657,0.025908408,0.023391748,Large Protein Complex
P62913;P62913-2,0.164978134,0.095687956,0.036137738,0.026704493,0.023868566,0.141541203,0.090297833,0.035520054,0.025666868,0.024355484,0.146383808,0.099536524,0.037129648,0.027500785,0.024690905,Large Protein Complex
P30050;P30050-2,0.165609678,0.091085066,0.036603891,0.026274519,0.024292088,0.151717782,0.088026489,0.036208226,0.025689489,0.023853829,0.145595494,0.095159749,0.03641042,0.028251817,0.025221465,Large Protein Complex
P26373;P26373-2,0.167024659,0.091547371,0.0346462,0.025261599,0.023256669,0.1478795,0.089105699,0.035486483,0.023820604,0.022505779,0.158300024,0.096016959,0.034168082,0.026202,0.024778372,Large Protein Complex
P50914,0.165294333,0.089537454,0.033023557,0.024865979,0.022676759,0.153463065,0.085556614,0.033350537,0.023014381,0.022493921,0.170092623,0.092458993,0.033429863,0.026310787,0.024431134,Large Protein Complex
P61313,0.16151257,0.093518764,0.035362434,0.024990749,0.023585041,0.154255863,0.090299623,0.033473111,0.024275495,0.022746775,0.154325305,0.095180416,0.036218556,0.025370697,0.024884602,Large Protein Complex
P18621;P18621-3;P18621-2,0.168068337,0.091570159,0.034244292,0.026112232,0.022623724,0.155415191,0.088693982,0.032364106,0.023437794,0.02255309,0.157000645,0.09214946,0.035295164,0.026435421,0.024036404,Large Protein Complex
Q07020;Q07020-2,0.17078546,0.091868115,0.033460895,0.023701155,0.021990356,0.152220196,0.088933605,0.034058776,0.024536093,0.022133089,0.158134131,0.093699688,0.035691222,0.024765663,0.024021556,Large Protein Complex
Q02543,0.169484198,0.09206819,0.035166763,0.02508773,0.02313631,0.157924181,0.091946131,0.033532697,0.02409956,0.022334788,0.144207785,0.094000793,0.036286147,0.026433432,0.024291294,Large Protein Complex
P84098,0.164047139,0.09483084,0.034839925,0.022969607,0.022164356,0.156072409,0.0844191,0.034149265,0.024803587,0.022836349,0.161216058,0.092362719,0.035282216,0.025904909,0.024101521,Large Protein Complex
P46778,0.177946291,0.092714256,0.033992425,0.025425208,0.022420946,0.149951017,0.090157542,0.032789236,0.024289276,0.022213738,0.148774038,0.094178061,0.03460119,0.025752092,0.024794684,Large Protein Complex
P62829,0.166979237,0.097752567,0.037473611,0.025947447,0.023124065,0.141425321,0.089615487,0.035083728,0.024934924,0.023295722,0.148071287,0.095964254,0.038055709,0.026729898,0.025546742,Large Protein Complex
P62750,0.16484299,0.093834157,0.034364629,0.028875119,0.024457886,0.140509775,0.082539761,0.0345371,0.027281485,0.024456408,0.164818351,0.093632119,0.03479285,0.025613443,0.025443928,Large Protein Complex
P83731,0.166312863,0.091524345,0.033557357,0.024961998,0.022369217,0.151206355,0.090921591,0.03256093,0.022505307,0.021704304,0.161721577,0.09693029,0.034267005,0.025158835,0.024298028,Large Protein Complex
P61353,0.163740498,0.089005285,0.034270539,0.024780022,0.023573701,0.149659303,0.089576883,0.032455839,0.024542933,0.024012589,0.16518192,0.093379253,0.035175155,0.026486863,0.024159216,Large Protein Complex
P46776,0.164089107,0.084125027,0.032872491,0.025503768,0.024560215,0.155200272,0.088787109,0.0318115,0.025590328,0.023528584,0.161153159,0.090001984,0.038225533,0.02730887,0.027242052,Large Protein Complex
P46779;P46779-2;P46779-4;P46779-5,0.166472889,0.09241145,0.033826678,0.025478667,0.022916627,0.15037063,0.089154199,0.032064779,0.02500276,0.0221692,0.164617997,0.091784864,0.034217549,0.025310085,0.024201625,Large Protein Complex
P47914,0.17773341,0.089825251,0.033710047,0.025154646,0.024124581,0.161378519,0.088494213,0.033563037,0.023747619,0.023816158,0.138423067,0.094727249,0.034359673,0.025343376,0.025599154,Large Protein Complex
P39023,0.168171976,0.094051605,0.035095585,0.025056408,0.023202398,0.152048844,0.091104204,0.034431544,0.024163181,0.022303666,0.14611401,0.096663733,0.036975116,0.026364474,0.024253254,Large Protein Complex
P62888,0.170566254,0.088868973,0.034821074,0.025309974,0.023523937,0.15260751,0.08785077,0.033709413,0.024379326,0.022868746,0.155081695,0.093635345,0.035948968,0.026018289,0.024809726,Large Protein Complex
P62899;P62899-3;P62899-2,0.167756158,0.088613171,0.034028622,0.024181474,0.023736104,0.150077188,0.089428228,0.032580926,0.023269387,0.02170671,0.169716176,0.092984398,0.033306715,0.024938798,0.023675945,Large Protein Complex
P62910,0.16597601,0.090937717,0.033671166,0.024413402,0.022214071,0.148213486,0.087017444,0.034124326,0.024186822,0.023388697,0.172589044,0.091180308,0.034187885,0.024924299,0.022975322,Large Protein Complex
P42766,0.170174762,0.094628702,0.035896978,0.024935759,0.025583104,0.147418986,0.085593931,0.033383451,0.025166434,0.025413215,0.14802165,0.09752253,0.035536938,0.025415293,0.025308268,Large Protein Complex
P18077,0.15265614,0.090861965,0.035486304,0.025175767,0.023517548,0.14615827,0.093319922,0.035260605,0.0257833,0.023356261,0.158308926,0.101111182,0.037380014,0.026779365,0.024844432,Large Protein Complex
Q9Y3U8,0.091304407,0.100459917,0.033999689,0.025197238,0.024927221,0.15996812,0.097843311,0.033963129,0.024507833,0.023416797,0.200011072,0.099415363,0.035487655,0.025456809,0.02404144,Large Protein Complex
P61513,0.158495826,0.089544771,0.03261656,0.024583197,0.023609076,0.156775421,0.085350702,0.035061395,0.0234375,0.023880156,0.168478827,0.09193474,0.03624708,0.025774461,0.024210287,Large Protein Complex
P36578,0.164796157,0.092187624,0.034085168,0.025249113,0.022843955,0.158226093,0.088859733,0.033658593,0.024372768,0.022723949,0.152503129,0.094149063,0.035610451,0.026043269,0.024690935,Large Protein Complex
P46777,0.170245461,0.090662344,0.034413224,0.024796534,0.022846149,0.15101709,0.090226588,0.033565753,0.02396409,0.022534108,0.155029053,0.095230272,0.035099415,0.025868895,0.024501022,Large Protein Complex
Q02878,0.165956887,0.091837915,0.033578979,0.024563775,0.022426032,0.157339667,0.08846123,0.032829484,0.023836033,0.022947119,0.162540651,0.090072942,0.03473338,0.025426486,0.023449419,Large Protein Complex
P18124,0.168233661,0.092002317,0.035147807,0.025071576,0.023592364,0.146520001,0.089840889,0.033662632,0.024996547,0.022943438,0.157416581,0.093438301,0.03598505,0.026309801,0.024839036,Large Protein Complex
P62424,0.166890077,0.08968612,0.034267334,0.024647708,0.0228143,0.152015259,0.087019607,0.033634097,0.024456968,0.023303401,0.164334068,0.093327952,0.034087164,0.025407784,0.02410816,Large Protein Complex
P62917,0.159741285,0.092160646,0.034986641,0.025144704,0.023182381,0.157163548,0.088207767,0.033665354,0.024518831,0.023007744,0.151521806,0.099125242,0.036837592,0.02605031,0.024686149,Large Protein Complex
P32969,0.170127743,0.091725651,0.034593274,0.024992416,0.02312282,0.154300396,0.089291827,0.034401367,0.024490159,0.023076343,0.149007955,0.094144481,0.035737221,0.026135863,0.024852484,Large Protein Complex
P05387,0.164021172,0.08958909,0.03574897,0.026122728,0.024674435,0.147872313,0.086127245,0.033209641,0.024462102,0.02348277,0.171416713,0.087138354,0.034437416,0.026248876,0.025448174,Large Protein Complex
P62280,0.169040536,0.092395447,0.03486745,0.02264607,0.023786286,0.153629646,0.090513392,0.032912508,0.023223667,0.021886758,0.153055545,0.097637247,0.034779587,0.024944974,0.024680887,Large Protein Complex
P25398,0.17112067,0.092351798,0.035471968,0.024838649,0.023484391,0.15573711,0.08659179,0.032605077,0.023716406,0.023873772,0.146839864,0.094434884,0.037057735,0.025986111,0.025889775,Large Protein Complex
P62277,0.166465401,0.092667343,0.03320648,0.024645539,0.023164671,0.148389952,0.084743398,0.031099201,0.024369861,0.022886106,0.172036699,0.091310602,0.03524977,0.024813448,0.024951528,Large Protein Complex
P62263,0.161762202,0.094404413,0.033687693,0.024267953,0.024765826,0.147157232,0.08823534,0.033749798,0.023827009,0.023539257,0.164494811,0.094616604,0.033766876,0.026389348,0.025335637,Large Protein Complex
P62841,0.150311412,0.128265104,0.045077807,0.032615227,0.030406523,0.100929584,0.118107643,0.043146803,0.031917241,0.031463686,0.050686817,0.127660817,0.044626968,0.032941814,0.031842554,Large Protein Complex
P62249,0.169566422,0.09294779,0.033783317,0.024039889,0.024049246,0.146567316,0.089968927,0.033182865,0.023136352,0.023455033,0.157656171,0.09642053,0.034810582,0.02476199,0.025653569,Large Protein Complex
P08708,0.16601206,0.09292708,0.034734498,0.023752115,0.024097502,0.153837943,0.084574367,0.032733673,0.02387144,0.0236776,0.159557462,0.094860438,0.035403118,0.024428791,0.025531913,Large Protein Complex
P62269,0.171037811,0.089715984,0.03313467,0.024506537,0.024542533,0.152094714,0.085946362,0.032074776,0.023753613,0.023963092,0.164558462,0.090165938,0.03462602,0.024856002,0.025023485,Large Protein Complex
P39019,0.164667561,0.088944918,0.033200027,0.024797676,0.023736051,0.149859008,0.088590222,0.032845824,0.023303027,0.023588754,0.172145733,0.09033907,0.0337301,0.025174047,0.025077984,Large Protein Complex
P15880,0.161293471,0.092026858,0.035071196,0.025237449,0.025226439,0.149548023,0.0902753,0.034122352,0.025569744,0.024336147,0.154777675,0.094864382,0.035719272,0.026041664,0.025890029,Large Protein Complex
P60866;P60866-2,0.179913534,0.090956081,0.033536112,0.022925894,0.022790179,0.156189779,0.084573198,0.032759987,0.020389706,0.023801155,0.156258698,0.096777015,0.032058082,0.024119239,0.022951341,Large Protein Complex
P63220,0.162706154,0.094670544,0.03437846,0.025181511,0.024535316,0.152046007,0.087205354,0.033494573,0.0228406,0.024561041,0.158574833,0.094145768,0.035386852,0.025030766,0.02524222,Large Protein Complex
P62266,0.159123503,0.092779003,0.034379462,0.025521008,0.024851668,0.151689288,0.08921058,0.032233191,0.024043556,0.02358446,0.162462379,0.095199688,0.035120797,0.025020177,0.024781238,Large Protein Complex
P62847;P62847-2;P62847-3;P62847-4,0.166585285,0.090824776,0.033359558,0.02630202,0.023446893,0.148885953,0.085989099,0.033861071,0.024274247,0.023908266,0.165976103,0.093119833,0.033635815,0.024847067,0.024984015,Large Protein Complex
P62851,0.163368451,0.09488637,0.034402152,0.023610207,0.025374968,0.147714836,0.08940661,0.03296906,0.023589322,0.02403188,0.156948878,0.097059378,0.034969023,0.026407271,0.025261594,Large Protein Complex
Q71UM5,0.17208297,0.098617372,0.034990375,0.023711152,0.023892643,0.15825772,0.089301139,0.033527644,0.023989816,0.0235384,0.142869482,0.089727875,0.034193457,0.025539951,0.025760003,Large Protein Complex
P62857,0.167417797,0.093054319,0.035022866,0.024120481,0.022443032,0.146649619,0.089663066,0.03175937,0.023133746,0.023860295,0.162250421,0.094955083,0.035361992,0.025218873,0.02508904,Large Protein Complex
P23396;P23396-2,0.170631446,0.09161005,0.0348906,0.024858505,0.02411463,0.151487903,0.08923435,0.033392121,0.024241845,0.024492188,0.150931019,0.0936179,0.03548427,0.025624349,0.025388823,Large Protein Complex
P61247,0.170210766,0.09061504,0.034940472,0.023871644,0.023477556,0.155306146,0.088715333,0.033316121,0.023217862,0.023026881,0.155119207,0.093949633,0.03492481,0.024960945,0.024347582,Large Protein Complex
P46782,0.172449767,0.089521113,0.033837472,0.024974335,0.0232604,0.151350778,0.091118496,0.034003454,0.023477894,0.023305148,0.153026209,0.094354889,0.034837007,0.025693418,0.024789621,Large Protein Complex
P62753,0.170304207,0.093932059,0.033135481,0.024467706,0.024059869,0.147833305,0.089674204,0.032854283,0.024297691,0.023562787,0.160183078,0.092675643,0.033232205,0.024826183,0.024961298,Large Protein Complex
P62081,0.156501609,0.0924496,0.03405062,0.024998576,0.025408896,0.147635483,0.088211452,0.033793732,0.024101468,0.024146448,0.16901614,0.093878975,0.034007639,0.025732755,0.026066609,Large Protein Complex
P62241,0.169643928,0.091101512,0.033666674,0.023424585,0.023319841,0.152930515,0.0888093,0.031595081,0.022552735,0.022271901,0.162069002,0.09388455,0.034898295,0.024709337,0.025122745,Large Protein Complex
P46781,0.16896949,0.091478159,0.033496722,0.024489225,0.023705943,0.154351226,0.086025752,0.032627243,0.022838469,0.022770314,0.161121632,0.093763359,0.034491987,0.025470959,0.024399521,Large Protein Complex
P55735;P55735-3;P55735-2,0.137406395,0.103619377,0.046230122,0.03004922,0.037152155,0.125308823,0.091920801,0.043168223,0.029928723,0.036249625,0.102805424,0.106164974,0.042852218,0.029588778,0.037555141,Large Protein Complex
Q15436;Q15436-2,0.108657884,0.129659852,0.051294254,0.029851695,0.02644578,0.093686757,0.11955707,0.04820947,0.029404039,0.028019322,0.079184481,0.147334902,0.050149101,0.028987211,0.029558182,Large Protein Complex
Q15437,0.103973205,0.126460172,0.052049044,0.034910436,0.03840076,0.092461542,0.110873798,0.050235837,0.032237457,0.038124576,0.066205666,0.133833079,0.050146978,0.032266276,0.037821174,Large Protein Complex
O95486,0.11596115,0.133246943,0.049448013,0.030572145,0.042001584,0.087947052,0.12467056,0.040530452,0.03022862,0.035121697,0.080700947,0.116454135,0.047473723,0.028316932,0.037326047,Large Protein Complex
O95487;O95487-3;O95487-2,0.121364714,0.130233088,0.039401644,0.024485626,0.024711848,0.117026432,0.108868882,0.036196167,0.023057772,0.023009256,0.117336712,0.145606065,0.039473855,0.023214041,0.026013897,Large Protein Complex
