Protein_ID,lps_rep1_set1_126_cyto,lps_rep1_set1_127N_F1.4,lps_rep1_set1_127C_F8,lps_rep1_set1_128N_F10,lps_rep1_set1_128C_F12,lps_rep1_set1_129N_F14,lps_rep1_set1_129C_F16,lps_rep1_set1_130N_F18,lps_rep1_set1_130C_F20,lps_rep1_set1_131_F22,lps_rep1_set2_126_F5.7,lps_rep1_set2_127N_F9,lps_rep1_set2_127C_F11,lps_rep1_set2_128N_F13,lps_rep1_set2_128C_F15,lps_rep1_set2_129N_F17,lps_rep1_set2_129C_F19,lps_rep1_set2_130N_F21,lps_rep1_set2_130C_F23,lps_rep1_set2_131_F25,markers
O14523,0.003955042,0.003323702,0.010627986,0.014321397,0.023601688,0.027869167,0.104862215,0.122814633,0.127255165,0.072931605,0.005760193,0.012024708,0.017667453,0.028448923,0.050450497,0.160663777,0.072210015,0.074909805,0.037751393,0.028550636,unknown
O14545,0.263244762,0.004034349,0.028072906,0.021432242,0.013708356,0.014330826,0.039395273,0.037835363,0.045795439,0.033397778,0.020533253,0.026306017,0.043725108,0.041322478,0.057370412,0.101972431,0.057798207,0.068720021,0.036792797,0.044211983,unknown
O14548,0.013057705,0.000717598,0.00374271,0.004461207,0.008709954,0.009176256,0.051021292,0.149389445,0.202377082,0.057346751,0.002929167,0.005983266,0.005634095,0.015810272,0.019745496,0.238003539,0.065874423,0.095500945,0.035506221,0.015012577,unknown
O14569,0.046287937,0.003842031,0.012296296,0.014304514,0.022457292,0.031761353,0.075768379,0.110927853,0.106692754,0.075661592,0.009509605,0.015433197,0.025271474,0.030172262,0.044903636,0.158421488,0.071878697,0.090544099,0.035777477,0.018088063,unknown
O14578-4,0.005342401,0.014463605,0.012280041,0.018045192,0.028416324,0.045492449,0.087737839,0.076380163,0.112268372,0.098914867,0.006560809,0.013763825,0.019560837,0.029045626,0.051640989,0.087198611,0.054728523,0.082853825,0.063969632,0.09133607,unknown
O14579,0.288235959,0.001956753,0.009669946,0.003377697,0.008348837,0.009167993,0.03407773,0.048922198,0.064728367,0.034755384,0.004265935,0.006323912,0.013787267,0.019471016,0.035859022,0.152057825,0.065708039,0.130670429,0.036766474,0.031849217,unknown
O14602,0.250247437,0.002331036,0.007469072,0.004378914,0.01035896,0.011485474,0.034947634,0.049848516,0.080482694,0.051082456,0.005550977,0.011077322,0.016113391,0.015730413,0.026430395,0.09884052,0.056948422,0.103317694,0.04992079,0.113437881,unknown
O14617-5,0.347489865,0.00176796,0.007111742,0.002218721,0.004381815,0.006209025,0.021917244,0.025626264,0.063362025,0.02132894,0.007493722,0.010369023,0.018186779,0.021818774,0.039910916,0.122712277,0.06789714,0.124927891,0.045191967,0.040077909,unknown
O14618,0.315214376,0.004972547,0.004095095,0.01012384,0.009756002,0.009584148,0.035404981,0.039767335,0.035488164,0.032216023,0.013155641,0.032326015,0.031974379,0.034311522,0.055761834,0.083709339,0.076755299,0.087874492,0.049704241,0.037804726,unknown
O14647,0.018208478,0.001326671,0.003048674,0.005107089,0.010805365,0.013653883,0.057358663,0.076573935,0.173265691,0.135908517,0.001939036,0.004106849,0.007105202,0.013572713,0.031839034,0.078847707,0.076187738,0.170546055,0.075070002,0.045528696,Chromatin
O14653-2,0.003973364,0.005584491,0.014503389,0.016527742,0.032987598,0.040307995,0.099738237,0.110788517,0.105559946,0.074350183,0.002444118,0.003876611,0.008911551,0.017436905,0.038549339,0.151670704,0.078208491,0.133445385,0.039896771,0.021238662,unknown
O14656,0.004942489,0.00214764,0.006029628,0.009101405,0.018076523,0.030921748,0.123967403,0.129288804,0.084949238,0.070253337,0.003050465,0.005878031,0.014599218,0.019653808,0.031766829,0.240698612,0.059636555,0.103049111,0.027736657,0.014252499,unknown
O14657,0.032412101,0.002906748,0.008094319,0.009358,0.009872536,0.015808385,0.083890652,0.130962115,0.131354331,0.066210743,0.003782284,0.009269209,0.015979655,0.017743376,0.026652886,0.262146678,0.054033774,0.078590217,0.025476992,0.015454999,unknown
O14672,0.003758913,0.011651402,0.016153472,0.017651772,0.028641974,0.034517818,0.086920973,0.125431847,0.133630298,0.046356834,0.011997714,0.019783126,0.028378012,0.02831855,0.062485629,0.156646498,0.056012219,0.085820858,0.027867885,0.017974207,unknown
O14681,0.001146404,0.002566535,0.010234693,0.013319642,0.026505781,0.034013824,0.099396036,0.119012169,0.116315864,0.067627586,0.006726061,0.011981768,0.020868728,0.036365344,0.068600948,0.137136251,0.084386681,0.069052977,0.04436395,0.030378759,unknown
O14683,0.001196627,0.007462364,0.014056365,0.019554116,0.028781772,0.038540051,0.099766739,0.12377959,0.106406792,0.057726234,0.007911419,0.017188168,0.028615482,0.035454482,0.054521517,0.160723789,0.067866408,0.075549778,0.034347228,0.020551081,unknown
O14734,0.00151502,0.001209119,0.007125858,0.005825914,0.017446501,0.025429539,0.099929411,0.127813538,0.122956124,0.089726442,0.005074022,0.009170319,0.019545284,0.026816039,0.047638969,0.121322569,0.087340558,0.102318965,0.050511396,0.031284414,Peroxisome
O14735,0.003799019,0.001483345,0.006746027,0.011852587,0.013174802,0.018924566,0.094163191,0.138625551,0.120343475,0.080800577,0.002130185,0.005236348,0.008769152,0.014911118,0.021524997,0.258706372,0.052564686,0.106366865,0.027853249,0.01202389,unknown
O14737,0.413733819,0.00254451,0.000471174,0.002188052,0.004408794,0.003630408,0.017828807,0.024707837,0.016241677,0.011528615,0.056716047,0.063508261,0.054109357,0.050664436,0.050444792,0.078925779,0.055523195,0.055701648,0.022375621,0.014747171,unknown
O14744,0.313804846,0.001434675,0.001719146,0.002121908,0.003778614,0.005033785,0.022079077,0.021839808,0.059614178,0.018957668,0.004040785,0.016968091,0.016557812,0.018147228,0.036550899,0.103923159,0.079169607,0.149922706,0.066741,0.057595009,unknown
O14745,0.188644974,0.016207586,0.024036556,0.015326688,0.022635423,0.021635325,0.051434175,0.055185,0.058104285,0.021702549,0.030001693,0.033917261,0.04848085,0.04792572,0.05812238,0.171249734,0.046494637,0.045598836,0.021939039,0.021357288,unknown
O14763,0.019668477,0.054645217,0.03899487,0.051208288,0.075481458,0.096952663,0.068504234,0.047751283,0.02001219,0.02678132,0.028304134,0.046654585,0.076074268,0.092871174,0.117489597,0.034000376,0.041256026,0.028882613,0.024127059,0.010340168,unknown
O14773,0.016062333,0.003499142,0.005935306,0.013115882,0.02098692,0.03082634,0.115089312,0.125009767,0.102231048,0.060913902,0.002470528,0.005450239,0.013295074,0.017913079,0.033314689,0.230099934,0.065990996,0.094445365,0.028855294,0.01449485,Lysosome
O14776,0.012220345,0.001651123,0.003279209,0.004816334,0.014341147,0.014874197,0.071918736,0.079853088,0.145789717,0.138915833,0.001506771,0.005370773,0.007567544,0.010460704,0.026585369,0.081391371,0.062567126,0.124590645,0.069621513,0.122678456,unknown
O14777,0.071306919,0.00700675,0.009822228,0.011918322,0.016021346,0.01604989,0.052498549,0.056989175,0.132420593,0.124489177,0.005997216,0.01697507,0.017210732,0.019771488,0.035648442,0.057119438,0.071924274,0.097982722,0.082224933,0.096622736,unknown
O14818,0.351039786,0.004979307,0.000399848,0.005665685,0.009077801,0.011288621,0.020594769,0.02535506,0.023066474,0.018302285,0.016966222,0.025866396,0.029252158,0.031997322,0.052287316,0.139796836,0.070501368,0.081429655,0.038974621,0.043158469,unknown
O14828,0.00193218,0.007226005,0.030069293,0.045500293,0.065976424,0.067800555,0.097523929,0.083444955,0.064125515,0.043872835,0.007306807,0.034013852,0.047397853,0.055643105,0.072009402,0.130624322,0.04907151,0.061656109,0.020367981,0.014437074,unknown
O14828-2,0.003595487,0.006088989,0.035160885,0.060533821,0.084243777,0.09332853,0.068454662,0.068050669,0.042191149,0.038352031,0.007931624,0.033052323,0.070276777,0.059275008,0.092830298,0.072673429,0.050655474,0.066933721,0.03312239,0.013248956,unknown
O14832,0.006076091,0.001970727,0.006860831,0.009390598,0.017725993,0.019755953,0.092022572,0.142844854,0.132716629,0.079025345,0.002009989,0.004593534,0.007161137,0.010054255,0.024579768,0.217663711,0.060999626,0.114490691,0.031142897,0.018914798,unknown
O14841,0.316236686,0.006653389,0.008699846,0.010186604,0.013576016,0.017006133,0.03060038,0.029103365,0.036381874,0.029743857,0.019222862,0.034153304,0.035023813,0.032992127,0.053395568,0.096114583,0.069591885,0.091712156,0.049002311,0.020603244,Cytosol
O14874,0.017541337,0.002295375,0.003714876,0.00560073,0.014907061,0.018124458,0.076249925,0.14566826,0.136468353,0.074628043,0.004244276,0.008439478,0.007937004,0.01410919,0.038547178,0.145678675,0.102670291,0.109094421,0.044546497,0.029534573,unknown
O14879,0.313304802,0.00188628,0.006469519,0.003301459,0.004286235,0.005316244,0.023740368,0.035110223,0.064584536,0.032853262,0.004331178,0.010089203,0.008598668,0.011999899,0.017867397,0.171990824,0.049905672,0.15992557,0.051334498,0.023104162,unknown
O14880,0.004056343,0.001593221,0.005459558,0.006499025,0.013744872,0.018403894,0.074325293,0.12974773,0.170669509,0.069317666,0.002495262,0.006029681,0.009474942,0.012085782,0.02962124,0.188450995,0.087290051,0.116664535,0.033702751,0.020367649,Mitochondria
O14908,0.071743782,0.065488706,0.052915791,0.056438166,0.046717318,0.046062974,0.055324475,0.038622847,0.036446705,0.030239237,0.029598852,0.029105948,0.045299092,0.038101747,0.052646126,0.095812669,0.042927788,0.056894754,0.036378121,0.073234903,unknown
O14910,0.00127522,0.009956786,0.009443388,0.011583077,0.02752393,0.030513969,0.162579198,0.12750085,0.06078457,0.054479913,0.032541161,0.038099687,0.057993354,0.07170551,0.098005528,0.084694186,0.047531496,0.036299704,0.019686196,0.017802277,unknown
O14920,0.190573906,0.004083807,0.008818742,0.007056777,0.014213933,0.014181821,0.05295034,0.068479114,0.095248102,0.068948943,0.004442475,0.008880218,0.012652296,0.012260423,0.023898018,0.143922812,0.062960948,0.129229227,0.040907476,0.036290623,unknown
O14925,0.002699659,0.00130488,0.003721829,0.004988037,0.007209044,0.014286314,0.08146847,0.147060678,0.158586753,0.074521277,0.00194258,0.005032508,0.007446685,0.012581987,0.024102547,0.216068411,0.068927072,0.114641706,0.031918081,0.021491483,unknown
O14929,0.386873963,0.001517426,0.000812783,0.003994698,0.008082944,0.005930784,0.011125624,0.020544797,0.03954767,0.024785493,0.002540287,0.002912341,0.00405459,0.006558652,0.01721908,0.107865024,0.062124284,0.21387183,0.051417419,0.028220313,unknown
O14933,0.341222035,0.002589634,0.007204637,0.001467769,0.002667935,0.00688426,0.020244595,0.030082557,0.052792916,0.025244873,0.016284359,0.02741414,0.027195692,0.02765254,0.041885197,0.086336416,0.063968922,0.125604946,0.05588797,0.037368607,unknown
O14949,0.000698199,0.001382673,0.010745181,0.009493785,0.019550608,0.023307181,0.076686052,0.148206344,0.127563151,0.079517472,0.003516349,0.009588806,0.015784896,0.019164725,0.038094256,0.153619493,0.098667349,0.108019549,0.036646533,0.019747399,Mitochondria
O14950,0.329152403,0.003800179,0.005389578,0.004057448,0.004012639,0.005963596,0.017494671,0.046598198,0.061338323,0.03228844,0.011570703,0.014477566,0.01679178,0.027624528,0.034037923,0.136793481,0.04726065,0.121156431,0.052079157,0.028112305,unknown
O14964,0.124671101,0.012446268,0.015479675,0.018381435,0.026438846,0.027299361,0.065695434,0.059600634,0.067632775,0.030209919,0.018722316,0.032175152,0.044891662,0.040484594,0.061829727,0.139270003,0.064193035,0.080635146,0.037288073,0.032654844,unknown
O14966,0.006096847,0.00236201,0.004730789,0.008122962,0.010374228,0.017393703,0.10603744,0.138296558,0.139332043,0.069870502,0.004291184,0.01086666,0.011327252,0.019852225,0.034236503,0.197134874,0.064186734,0.094461832,0.030819646,0.030206008,unknown
O14967,0.002010214,0.006132661,0.013630198,0.017838956,0.033383488,0.037685062,0.107673748,0.114394466,0.095646129,0.071532286,0.006501795,0.011632534,0.019664134,0.028707321,0.042437237,0.172483271,0.071989956,0.092649173,0.034691867,0.019315502,unknown
O14972,0.01535758,0.002625969,0.014203839,0.025607622,0.049004323,0.053104479,0.10346397,0.094524252,0.096779393,0.058602309,0.003778106,0.015409497,0.040860493,0.044100107,0.065913445,0.105506965,0.060842049,0.072148369,0.035347846,0.042819386,unknown
O14975,0.004537965,0.003498263,0.011175629,0.010465904,0.025888369,0.030007608,0.110898031,0.130538634,0.10385653,0.077557517,0.003542703,0.005754709,0.012076908,0.015264454,0.02694307,0.206956607,0.064317681,0.107440342,0.027996301,0.021282775,unknown
O14976,0.139666173,0.004621124,0.009685984,0.013256673,0.021399023,0.024295984,0.050869391,0.058582485,0.094785699,0.070129277,0.003483422,0.008939577,0.011453202,0.01879511,0.035959344,0.100675593,0.088378069,0.134992715,0.06684785,0.043183305,unknown
O14979,0.219318267,0.001987929,0.005096045,0.002267589,0.003543335,0.005497862,0.026063317,0.043180447,0.123870669,0.069977143,0.002437935,0.005276844,0.006553894,0.008854931,0.018087668,0.054810646,0.065830198,0.168349135,0.083970635,0.085025512,unknown
O14980,0.400703895,0.001907452,0.00279412,0.001499289,0.00262257,0.002750777,0.014258564,0.019701645,0.048526755,0.020049978,0.005318647,0.008319714,0.009764815,0.012485952,0.024811912,0.120804276,0.06223202,0.165573428,0.046372561,0.029501632,unknown
O14981,0.138221734,0.002906343,0.001409357,0.005863064,0.011091701,0.0115425,0.050571966,0.061654789,0.126796564,0.090592598,0.002723515,0.003621604,0.007290161,0.01038969,0.024088888,0.096906248,0.075429123,0.186470619,0.059723239,0.032706297,unknown
O14983,0.002265219,0.020684795,0.0303379,0.051658212,0.051349633,0.065862991,0.093636927,0.082031853,0.049865746,0.052306725,0.008453898,0.020791867,0.050142211,0.05939899,0.070068877,0.095138254,0.075259796,0.068385933,0.040859096,0.011501079,unknown
O14994,0.101233469,0.006678651,0.019235428,0.02624244,0.019384258,0.024958447,0.065634731,0.075345982,0.080433837,0.080852757,0.010766751,0.038766735,0.024756457,0.037063442,0.02838343,0.038997128,0.061250445,0.065627551,0.05674228,0.137645782,unknown
O15015-2,0.005061419,0.004957831,0.010908286,0.010734339,0.017149323,0.009135014,0.058343883,0.101263214,0.07285177,0.209594921,0.013853948,0.015844902,0.027440307,0.029501422,0.052837195,0.045956369,0.08506724,0.102014583,0.059492551,0.067991483,unknown
O15027-5,0.104178239,0.00154255,0.004160918,0.0031399,0.008180769,0.011543319,0.059478362,0.095934427,0.14101168,0.066477126,0.002939809,0.005933342,0.010749332,0.014674112,0.038250466,0.149497146,0.077194113,0.136769877,0.036449465,0.031895047,unknown
O15031,0.003916788,0.027181508,0.023814903,0.025317175,0.039571097,0.046621411,0.101560437,0.106817346,0.081528691,0.043149863,0.017939459,0.027352574,0.037174721,0.038599789,0.057361308,0.160456944,0.051523442,0.068041102,0.024793471,0.017277971,Plasma Membrane
O15033,0.043294291,0.004456364,0.020772704,0.0140302,0.030654232,0.030621206,0.098789976,0.090696854,0.098749869,0.067934304,0.014980441,0.024313439,0.028816105,0.034254531,0.066898729,0.139520079,0.069107383,0.070245103,0.032829857,0.019034332,unknown
O15042,0.16819891,0.00538653,0.006422121,0.008552224,0.011270689,0.012147985,0.041586695,0.060296769,0.101932962,0.079708916,0.002350058,0.005179739,0.005971819,0.008701866,0.019433162,0.067539967,0.045567563,0.108140525,0.092128836,0.149482663,unknown
O15047,0.088192531,0.00449862,0.005100822,0.008285698,0.015537959,0.02130794,0.045955787,0.059036453,0.14151587,0.110647554,0.005481439,0.005595078,0.013283587,0.018005234,0.032108068,0.046140543,0.053346563,0.126268191,0.085788758,0.113903304,unknown
O15056,0.128335645,0.003145218,0.011080329,0.011181431,0.014281608,0.017679178,0.047975783,0.064529013,0.112452455,0.08619689,0.021133815,0.028936677,0.035307579,0.03618522,0.045808876,0.055189421,0.050923307,0.075910973,0.066876766,0.086869819,unknown
O15067,0.30446063,0.003059162,0.015564375,0.007483224,0.012619252,0.012000357,0.035758083,0.032197187,0.033244983,0.035963476,0.023980887,0.035124888,0.030700346,0.036612079,0.042367465,0.113613282,0.066393442,0.087762079,0.042186615,0.028908187,unknown
O15091,0.011350384,0.003283376,0.007825958,0.011140367,0.021458516,0.025764124,0.079895643,0.13326511,0.121543693,0.083042669,0.00282688,0.007001964,0.013232745,0.014331998,0.031446354,0.16684433,0.094836837,0.109176376,0.037733699,0.023998976,Mitochondria
O15116,0.267496363,0.001370383,0.007269268,0.00109112,0.004172576,0.004846189,0.042639587,0.057076363,0.066759722,0.047278428,0.000921713,0.002562312,0.004128736,0.003321564,0.009521858,0.171880086,0.054569362,0.170740835,0.05042956,0.031923975,unknown
O15118,0.002819341,0.002775553,0.006723435,0.009002061,0.017543696,0.026059599,0.096879727,0.124392959,0.139802537,0.052018937,0.003698897,0.009241025,0.015429376,0.023401336,0.038505735,0.263126657,0.044314393,0.079888062,0.026517855,0.01785882,Lysosome
O15120,0.001955052,0.002124067,0.005150802,0.008782538,0.014586455,0.018263693,0.098370323,0.149259903,0.14310835,0.06609568,0.005160244,0.017385235,0.030928414,0.032308454,0.058238438,0.126123964,0.068055727,0.082952481,0.044918176,0.026232004,Endoplasmic Reticulum
O15121,0.001037321,0.003523249,0.005179991,0.005530106,0.016496135,0.023303221,0.1164258,0.129266944,0.102916761,0.086688646,0.001295242,0.006525758,0.00725109,0.012704886,0.034110674,0.185613561,0.086965386,0.123210781,0.035121565,0.016832883,unknown
O15126,0.010810021,0.003398984,0.009285803,0.016257391,0.026614366,0.029237839,0.083113452,0.123518141,0.169414319,0.038381321,0.005475375,0.013964508,0.0337253,0.036365,0.045824676,0.194301311,0.05175743,0.070592435,0.02010172,0.017860607,unknown
O15127,0.00190053,0.006673741,0.024165292,0.033726346,0.064624769,0.079911631,0.111080122,0.074145013,0.052525689,0.048777035,0.007908313,0.022670707,0.040641179,0.04869696,0.067502498,0.146509002,0.058655909,0.071144012,0.024340841,0.014400412,unknown
O15143,0.109574153,0.007248657,0.009669468,0.008065791,0.013198301,0.01389309,0.063751581,0.083905128,0.10657685,0.0811884,0.005366443,0.010669267,0.012225005,0.01384863,0.027362943,0.149123851,0.053192805,0.120775567,0.044932187,0.065431885,unknown
O15144,0.188867483,0.004044069,0.005205979,0.004425153,0.009231542,0.008880731,0.049123345,0.065848589,0.10207515,0.047915177,0.00488368,0.009347503,0.017499745,0.015072486,0.021866575,0.21026237,0.037045159,0.101259573,0.049354535,0.047791156,unknown
O15145,0.083357786,0.022309025,0.023021676,0.024110864,0.037797854,0.037906717,0.058530934,0.058701446,0.077966122,0.068389435,0.007771357,0.013641602,0.017288131,0.018877244,0.032506113,0.133141914,0.045719308,0.114101387,0.047382589,0.077478499,unknown
